classifier;NSC-mean;NSC-std;SVM-RFE-mean;SVM-RFE-std;Beta-Binomial-mean;Beta-Binomial-std
SVM_Linear;0.538232323232;0.056924278048;0.523962842713;0.0633730919577;0.643147546898;0.0527672342084
SVM_Poly;0.0734063852814;0.0309488336333;0.474702380952;0.0502885194173;0.566713188772;0.0346799286468
SVM_RBF;0.247894597233;0.0165183227587;0.410449411699;0.0318677977388;0.507668997669;0.0696806696555
NSC;0.398246753247;0.0192469239655;0.549686147186;0.062428705779;0.667083333333;0.0643737272291
Gaussian Naive Bayes;0.3019501332;0.0659755545452;0.552424242424;0.0629912663815;0.629978354978;0.0662286178254
Random Forest;0.455141594517;0.0752151844651;0.548611111111;0.0544384208686;0.507215007215;0.0804914817387
Decision Tree;0.428967837718;0.0705647745669;0.543743756244;0.0609113148873;0.477981601732;0.0517714285612
