classifier;NSC-mean;NSC-std;SVM-RFE-mean;SVM-RFE-std;Beta-Binomial-mean;Beta-Binomial-std
SVM_Linear;0.558823529412;0.0415945165404;0.535294117647;0.0506019133355;0.558823529412;0.0455645099554
SVM_Poly;0.0764705882353;0.0144087631928;0.511764705882;0.0144087631928;0.2;0.022009749334
SVM_RBF;0.2;0.0117647058824;0.447058823529;0.0342997170285;0.564705882353;0.0705882352941
NSC;0.452941176471;0.0299942324329;0.564705882353;0.0342997170285;0.664705882353;0.0398960587243
Gaussian Naive Bayes;0.317647058824;0.0506019133355;0.594117647059;0.022009749334;0.658823529412;0.0299942324329
Random Forest;0.423529411765;0.0633548800839;0.505882352941;0.0432262895785;0.494117647059;0.022009749334
Decision Tree;0.458823529412;0.0576350527714;0.547058823529;0.0235294117647;0.552941176471;0.0506019133355
