classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.727272727273;0.0
SVM_Poly;0.636363636364;0.0
SVM_RBF;0.636363636364;0.0
NSC;0.636363636364;0.0
Gaussian Naive Bayes;0.681818181818;0.0
Random Forest;0.590909090909;0.0
Decision Tree;0.772727272727;0.0
