*N,acc_svm,acc_tree,acc_nsc,acc_naive_bayes,groups
1,0.761904761905,0.571428571429,0.761904761905,0.857142857143,Pep1
1,0.666666666667,0.52380952381,0.47619047619,0.571428571429,Pep2
1,0.809523809524,0.761904761905,0.809523809524,0.809523809524,Pep3
1,0.809523809524,0.761904761905,0.809523809524,0.809523809524,Pep4
1,0.666666666667,0.761904761905,0.428571428571,0.571428571429,Pep5
1,0.809523809524,0.809523809524,0.809523809524,0.809523809524,Pep6
1,0.761904761905,0.619047619048,0.809523809524,0.761904761905,Pep7
1,0.809523809524,0.904761904762,0.809523809524,0.857142857143,Pep8
1,0.809523809524,0.666666666667,0.761904761905,0.857142857143,Pep9
1,0.714285714286,0.52380952381,0.47619047619,0.714285714286,Pep10
1,0.761904761905,0.666666666667,0.761904761905,0.761904761905,Pep11
1,0.809523809524,0.857142857143,0.809523809524,0.809523809524,Pep12
1,0.714285714286,0.714285714286,0.666666666667,0.714285714286,Pep13
1,0.714285714286,0.714285714286,0.52380952381,0.47619047619,Pep14
1,0.809523809524,0.857142857143,0.809523809524,0.809523809524,Pep15
1,0.714285714286,0.52380952381,0.571428571429,0.619047619048,Pep16
1,0.714285714286,0.714285714286,0.571428571429,0.619047619048,Pep17
2,0.761904761905,0.571428571429,0.666666666667,0.666666666667,Pep1,Pep2
2,0.809523809524,0.666666666667,0.857142857143,0.857142857143,Pep1,Pep3
2,0.809523809524,0.714285714286,0.857142857143,0.857142857143,Pep1,Pep4
2,0.761904761905,0.714285714286,0.809523809524,0.761904761905,Pep1,Pep5
2,0.761904761905,0.761904761905,0.809523809524,0.857142857143,Pep1,Pep6
2,0.714285714286,0.571428571429,0.809523809524,0.857142857143,Pep1,Pep7
2,0.904761904762,0.714285714286,0.857142857143,0.857142857143,Pep1,Pep8
2,0.809523809524,0.571428571429,0.809523809524,0.857142857143,Pep1,Pep9
2,0.714285714286,0.571428571429,0.857142857143,0.809523809524,Pep1,Pep10
2,0.809523809524,0.761904761905,0.809523809524,0.809523809524,Pep1,Pep11
2,0.809523809524,0.809523809524,0.857142857143,0.857142857143,Pep1,Pep12
2,0.666666666667,0.571428571429,0.714285714286,0.857142857143,Pep1,Pep13
2,0.761904761905,0.571428571429,0.809523809524,0.52380952381,Pep1,Pep14
2,0.857142857143,0.809523809524,0.857142857143,0.857142857143,Pep1,Pep15
2,0.809523809524,0.619047619048,0.761904761905,0.857142857143,Pep1,Pep16
2,0.809523809524,0.619047619048,0.761904761905,0.857142857143,Pep1,Pep17
2,0.809523809524,0.761904761905,0.809523809524,0.761904761905,Pep2,Pep3
2,0.809523809524,0.761904761905,0.809523809524,0.809523809524,Pep2,Pep4
2,0.619047619048,0.619047619048,0.52380952381,0.47619047619,Pep2,Pep5
2,0.809523809524,0.809523809524,0.761904761905,0.809523809524,Pep2,Pep6
