source,target,weight
P04792_HSPB1,P01009_SERPINA1,1
P01009_SERPINA1,CON__P00761,2
P04792_HSPB1,CON__P00761,2
P04792_HSPB1,P00330_ADH1,2
P00330_ADH1,P09228_CST2,2
P04792_HSPB1,P09228_CST2,1
P00330_ADH1,CON__P00761,2
P01009_SERPINA1,P00330_ADH1,2
P01009_SERPINA1,P09228_CST2,1
