source,target,weight
P05164_3_MPO,P08246_ELANE,1
P08246_ELANE,CON__P00761,2
P05164_3_MPO,CON__P00761,2
CON__P00761,P04792_HSPB1,3
P05164_3_MPO,P04792_HSPB1,1
P08246_ELANE,P04792_HSPB1,1
P01009_SERPINA1,CON__P00761,1
P01009_SERPINA1,P04792_HSPB1,1
