,OC1_1,OC1_2,OC2_1,OC2_2,OC3_1,OC3_2,OC4_1,OC4_2,OC5_1,OC5_2,OC6_1,OC6_2,OC7_1,OC7_2,OC8_1,OC8_2,EC1_1,EC1_2,EC2_1,EC2_2,EC3_1,EC3_2,EC4_1,EC4_2,EC5_1,EC5_2,EC6_1,EC6_2,EC7_1,EC7_2,EC8_1,EC8_2
proteins,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,OC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC,EC
P60709,0.00000000000,30.33269036631,30.26075774940,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,22.61903588328,26.46055204573,155.41394704434,0.00000000000,20.64649964007,22.95393157263,0.00000000000,21.76669842605,39.74945800665,0.00000000000,0.00000000000,22.25546641171,32.34205852503,20.71777728526,30.24797790365,0.00000000000,7.30491881566,0.00000000000,25.19890674920,23.76368307839,0.00000000000,0.00000000000,26.70917214462,26.79724855730
O00468,0.00000000000,0.00000000000,10.43474405152,10.84159149485,2.35321115031,1.59631198865,0.00000000000,0.00000000000,5.38548473411,6.90275270758,0.00000000000,0.00000000000,2.94949994858,3.44308973589,14.80497483546,10.41016011681,3.40709640057,2.28278712989,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.86119244750,2.73934455587,2.00425838574,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.92781943303,3.15261747733
Q09666,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.85062185443,0.00000000000,0.00000000000,1.71209034742,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
P30043,7.19180980441,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
P80511,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,26.75460587687,38.21941033695,0.00000000000,0.00000000000,0.00000000000,0.00000000000,5.89899989716,9.18157262905,11.10373112660,14.19567288656,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,11.70889467238,15.44476978998,20.08852674308,23.04897143606,23.67170027955,19.19374402486,0.00000000000,0.00000000000,5.49894720624,3.15261747733
P68104,62.32901830491,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,5.94546797264,0.00000000000,0.00000000000,0.00000000000,69.70080049261,70.29641544118,0.00000000000,0.00000000000,0.00000000000,55.83631335379,6.24634340105,5.70696782474,19.93808654849,0.00000000000,9.70261755751,11.30060579196,10.73315344968,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
P02675,0.00000000000,0.00000000000,2.08694881030,2.95679768041,19.61009291926,18.35758786943,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4.59078631453,0.00000000000,0.00000000000,28.39247000475,22.25717451648,21.59959376086,20.66579023944,3.23420585250,3.76686859732,5.85444733619,9.65298111874,0.00000000000,0.00000000000,6.10882587859,3.65595124283,5.74261923354,5.05515677876,7.07007497946,11.03416117065
P68871,0.00000000000,0.00000000000,12.52169286182,6.89919458763,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.82570812808,7.53175879727,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,13.29205769899,11.12773320585,0.00000000000,0.00000000000,4.87870611349,6.75708678312,2.73934455587,0.00000000000,0.00000000000,0.00000000000,82.69371696300,76.83838303723,3.92781943303,2.36446310800
P01742,2.39726993480,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.45137635379,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.89275638487,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,5.85444733619,6.75708678312,3.65245940783,5.01064596436,4.58161940895,2.74196343212,4.59409538683,0.00000000000,5.49894720624,5.51708058533
P01834,21.57542941324,24.81765575425,79.30405479153,136.99829252577,90.99083114539,79.81559943229,60.94104671953,64.15401020845,58.16323512844,81.68257370638,5.65141625616,17.57410386029,39.32666598108,41.31707683073,49.96679006969,41.64064046723,95.39869921597,85.03382058859,282.45622610358,308.39717741936,48.51308778755,60.26989755713,100.50134593795,84.94623384491,81.26722182426,111.23634040881,59.56105231629,65.80712237094,74.65405003604,68.75013219120,44.77714153657,44.13664468261
Q14624,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.83924700048,1.14139356495,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.35669165982,3.15261747733
P30085,9.58907973922,6.89379326507,10.43474405152,3.94239690722,0.00000000000,0.00000000000,0.00000000000,0.00000000000,16.15645420234,9.20367027677,0.00000000000,0.00000000000,0.00000000000,0.00000000000,6.47717649051,5.67826915462,1.70354820029,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4.87870611349,2.89589433562,1.82622970392,0.00000000000,2.29080970447,0.00000000000,0.00000000000,0.00000000000,2.35669165982,1.57630873866
Q8NFU3,5.99317483701,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
Q08380,44.34949379388,55.15034612057,23.99991131849,19.71198453608,2.35321115031,3.19262397729,43.10464280162,38.21941033695,33.39000535151,29.91192839952,36.73420566502,36.40350085347,26.54549953723,34.43089735894,24.98339503484,32.17685854286,6.24634340105,5.70696782474,8.30753606187,11.12773320585,0.00000000000,3.76686859732,21.46630689937,35.71603013934,24.65410100287,18.03832547170,12.21765175719,17.36576840344,31.01014386112,30.33094067259,30.63699157765,25.22093981863
