"","rank","freq","gene","avg_cv_acc_after_svm-rfe"
"165",165,2,"A0A075B6L0_IGLC3",0.716666666666667
"166",166,1,"Q9UKR3_KLK13",0.683333333333333
"167",167,1,"Q9UBX7-3_KLK11",0.833333333333333
"168",168,1,"Q9UBC9_SPRR3",0.846666666666667
"169",169,1,"Q9NQ38-3_SPINK5",0.713333333333333
"170",170,1,"Q9BRF8_CPPED1",0.733333333333333
"171",171,1,"Q9BRA2_TXNDC17",0.82
"172",172,1,"Q9BQR3_PRSS27",0.64
"173",173,1,"Q99536_VAT1",0.706666666666667
"174",174,1,"Q96DR5_BPIFA2",0.793333333333333
"175",175,1,"Q96DA0_ZG16B",0.666666666666667
"176",176,1,"Q8TDL5_BPIFB1",0.713333333333333
"177",177,1,"Q6P5S2_C6orf58",0.686666666666667
"178",178,1,"Q68D86_CCDC102B",0.713333333333333
"179",179,1,"Q14974_KPNB1",0.753333333333333
"180",180,1,"Q08380_LGALS3BP",0.816666666666667
"181",181,1,"Q08188_TGM3",0.78
"182",182,1,"Q02487_DSC2",0.606666666666667
"183",183,1,"Q02413_DSG1",0.766666666666667
"184",184,1,"Q01518_CAP1",0.686666666666667
"185",185,1,"Q01469_FABP5",0.74
"186",186,1,"P80748",0.75
"187",187,1,"X6R8F3_LCN2",0.826666666666667
"188",188,1,"P69905_HBA1",0.713333333333333
"189",189,1,"P68032_ACTC1",0.746666666666667
"190",190,1,"P62805_HIST1H4A",0.75
"191",191,1,"P62328_TMSB4X",0.753333333333333
"192",192,1,"P61769_B2M",0.7
"193",193,1,"P61158_ACTR3",0.746666666666667
"194",194,1,"P59998-3_ARPC4",0.673333333333333
"195",195,1,"P55058_PLTP",0.686666666666667
"196",196,1,"P52907_CAPZA1",0.746666666666667
"197",197,1,"P50395_GDI2",0.64
"198",198,1,"B1AK88_CAPZB",0.713333333333333
"199",199,1,"P37837_TALDO1",0.753333333333333
"200",200,1,"P37802-2_TAGLN2",0.74
"201",201,1,"P36952_SERPINB5",0.75
"202",202,1,"P35579_MYH9",0.706666666666667
"203",203,1,"P32926_DSG3",0.713333333333333
"204",204,1,"P31949_S100A11",0.78
"205",205,1,"P31146_CORO1A",0.72
"206",206,1,"P30740_SERPINB1",0.813333333333333
"207",207,1,"P30101_PDIA3",0.653333333333333
"208",208,1,"P30044_PRDX5",0.626666666666667
"209",209,1,"P29508_SERPINB3",0.673333333333333
"210",210,1,"P26038_MSN",0.72
"211",211,1,"P25311_AZGP1",0.746666666666667
"212",212,1,"P24158_PRTN3",0.626666666666667
"213",213,1,"P23381_WARS",0.633333333333333
"214",214,1,"P23284_PPIB",0.75
"215",215,1,"P21333_FLNA",0.65
"216",216,1,"P20618_PSMB1",0.706666666666667
"217",217,1,"P20160_AZU1",0.7
"218",218,1,"P20061_TCN1",0.673333333333333
"219",219,1,"P18669_PGAM1",0.713333333333333
"220",220,1,"P18510-2_IL1RN",0.686666666666667
"221",221,1,"P17931_LGALS3",0.65
"222",222,1,"P16402_HIST1H1D",0.673333333333333
"223",223,1,"P14618_PKM2",0.673333333333333
"224",224,1,"P13796_LCP1",0.606666666666667
"225",225,1,"P11021_HSPA5",0.753333333333333
"226",226,1,"P10909-2_CLU",0.68
"227",227,1,"P10599_TXN",0.706666666666667
"228",228,1,"P0C0S8_HIST1H2AG",0.626666666666667
"229",229,1,"P09211_GSTP1",0.646666666666667
"230",230,1,"P08603_CFH",0.583333333333333
"231",231,1,"P08246_ELANE",0.673333333333333
"232",232,1,"P08238_HSP90AB1",0.616666666666667
"233",233,1,"P08107_HSPA1A",0.583333333333333
"234",234,1,"P07996_THBS1",0.646666666666667
"235",235,1,"P07900-2_HSP90AA1",0.646666666666667
"236",236,1,"P06702_S100A9",0.683333333333333
"237",237,1,"P05109_S100A8",0.633333333333333
"238",238,1,"P04899-4_GNAI2",0.64
"239",239,1,"P04745_AMY1A",0.72
"240",240,1,"P04040_CAT",0.613333333333333
"241",241,1,"P02790_HPX",0.616666666666667
"242",242,1,"P02753_RBP4",0.68
"243",243,1,"P02671_FGA",0.68
"244",244,1,"P02647_APOA1",0.593333333333333
"245",245,1,"P01861_IGHG4",0.646666666666667
"246",246,1,"P01833_PIGR",0.706666666666667
"247",247,1,"P01779",0.626666666666667
"248",248,1,"P01767",0.646666666666667
"249",249,1,"P01763",0.65
"250",250,1,"P06314_IGKV4-1",0.493333333333333
"251",251,1,"P01623",0.46
"252",252,1,"P01034_CST3",0.6
"253",253,1,"P00491_PNP",0.693333333333333
"254",254,1,"P00338-3_LDHA",0.653333333333333
"255",255,1,"O75594_PGLYRP1",0.646666666666667
"256",256,1,"O00391_QSOX1",0.65
"257",257,1,"P68431_HIST1H3A",0.68
"258",258,1,"P04075-2_ALDOA",0.606666666666667
"259",259,1,"J3KPA1_CRISP3",0.6
"260",260,1,"P17858_PFKL",0.566666666666667
"261",261,1,"Q14697-2_GANAB",0.666666666666667
"262",262,1,"P61160-2_ACTR2",0.56
"263",263,1,"P0C0L5_C4B",0.58
"264",264,1,"E7EQR4_EZR",0.64
"265",265,1,"E5RHG6_TBCA",0.673333333333333
"266",266,1,"CON__Q3MHH8",0.58
"267",267,1,"CON__P08779_KRT16",0.6
"268",268,1,"C9JV77_AHSG",0.616666666666667
"269",269,1,"Q9UG63-2_ABCF2",0.566666666666667
"270",270,1,"P06454_PTMA",0.593333333333333
"271",271,1,"B5MDF5_RAN",0.646666666666667
"272",272,1,"B4E1Z4_CFB",0.646666666666667
"273",273,1,"A8K2U0_A2ML1",0.466666666666667
"274",274,1,"P13797_PLS3",0.56
"275",275,1,"A0A087WZW8",0.626666666666667
"276",276,1,"A0A087WX49_IGLL5",0.486666666666667
"277",277,1,"P19823_ITIH2",0.68
"278",278,1,"A0A087WT59_TTR",0.64
"279",279,1,"A0A087WSX4",0.666666666666667
"280",280,1,"A0A075B6R9",0.566666666666667
"281",281,1,"P06331",0.613333333333333
