classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.730158730159;0.0
SVM_Poly;0.766666666667;0.0
SVM_RBF;0.642857142857;0.0
NSC;0.642857142857;0.0
Gaussian Naive Bayes;0.678571428571;0.0
Random Forest;0.589285714286;0.0
Decision Tree;0.793650793651;0.0
