classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.690476190476;0.0
SVM_Poly;0.779487179487;0.0
SVM_RBF;0.608465608466;0.0
NSC;0.678571428571;0.0
Gaussian Naive Bayes;0.678571428571;0.0
Random Forest;0.642857142857;0.0
Decision Tree;0.625;0.0
