classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.677777777778;0.0
SVM_Poly;0.851851851852;0.0
SVM_RBF;0.691077441077;0.0
NSC;0.718518518519;0.0
Gaussian Naive Bayes;0.718518518519;0.0
Random Forest;0.805555555556;0.0
Decision Tree;0.736111111111;0.0
