n,svm-linear(mean),naive_bayes(mean),glm(mean),svm-rbf(mean),glm(concat probs),naive_bayes(concat probs),signature
1,0.829201174807,0.856207274768,0.861346436952,0.852040110096,0.861346436952,0.856207274768,CON__P00761
1,0.877135544964,0.909856914503,0.8841419,0.891462678735,0.8841419,0.909856914503,Q9NZL9_MAT2B
1,0.907531495814,0.985395464991,0.977081748218,0.986506673274,0.977081748218,0.985395464991,P00330_ADH1
1,0.913166100641,0.971168381749,0.952098437477,0.966564284014,0.952098437477,0.971168381749,P02769_BSA
1,0.867810804048,0.924559617337,0.896702778142,0.898866891619,0.896702778142,0.924559617337,P00924_ENO1
1,0.885587816598,0.964640051307,0.955890555386,0.952359015844,0.955890555386,0.964640051307,P00489_GPB
2,0.871962251179,0.992995357617,0.966605691353,0.994086900754,0.966605691353,0.992995357617,Q9NZL9_MAT2B,P00330_ADH1
2,0.874558718498,0.983947204124,0.949798647854,0.984106152919,0.949798647854,0.983947204124,Q9NZL9_MAT2B,P02769_BSA
2,0.867258710239,0.97436285656,0.945335182027,0.984919238076,0.945335182027,0.97436285656,Q9NZL9_MAT2B,P00489_GPB
2,0.994582926426,0.99613055762,0.997499744924,0.996190208968,0.997499744924,0.99613055762,CON__P00761,P00330_ADH1
2,0.985951737189,0.988431537598,0.992241304337,0.988828387288,0.992241304337,0.988431537598,CON__P00761,P02769_BSA
2,0.98878859543,0.980752571409,0.988967209371,0.985158098542,0.988967209371,0.980752571409,CON__P00761,P00489_GPB
4,0.9812487064,0.99926580621,0.99821412781,1.0,0.99821412781,0.99926580621,P00330_ADH1,CON__P00761,P02769_BSA,P00450_CP
12,0.978708914542,0.952420525602,0.993808892193,0.987082306956,0.993808892193,0.952420525602,P00330_ADH1,P02769_BSA,P00489_GPB,Q9NZL9_MAT2B,CON__P00761,P00924_ENO1,P02787_TF,Q14697_2_GANAB,Q99879_HIST1H2BM,P01036_CST4,P61586_RHOA,P05386_RPLP1
10,0.975416138295,0.949741729464,0.987261649686,0.991705583978,0.987261649686,0.949741729464,P00330_ADH1,P02769_BSA,P00489_GPB,Q9NZL9_MAT2B,P00924_ENO1,CON__P00761,P01023_A2M,P61586_RHOA,P52209_PGD,P62937_PPIA
15,0.875910038334,0.899305440164,0.902955760102,0.94493818658,0.902955760102,0.899305440164,P61586_RHOA,P05386_RPLP1,P09228_CST2,P02675_FGB,Q08188_TGM3,B7Z6Z4_MYL6,P00738_HP,P01037_CST1,P00330_ADH1,P23280_CA6,P01036_CST4,Q14697_2_GANAB,P14174_MIF,P02769_BSA,P00489_GPB
