LKHA4
LKHA4
CYTB,LKHA4
LKHA4,ITAV,PGK1
LKHA4
LKHA4,NDRG1
LKHA4
LKHA4,ITAV
CYTB
CYTB,LKHA4,ITAV
LKHA4,PGK1
PGK1
COL6A1
ITAV
