top-1,top-2,top-3,top-4,top-5,top-6,top-7,top-8,top-9,top-10,top-11,top-12,top-13,top-14,top-15,top-16,top-17,top-18,top-19,top-20,top-21,top-22,top-23,top-24,top-25,top-26,top-27,top-28,top-29,top-30,top-31,top-32,top-33,top-34,top-35,top-36,top-37,top-38,top-39
0.454545454545,0.454545454545,0.409090909091,0.454545454545,0.409090909091,0.363636363636,0.409090909091,0.409090909091,0.454545454545,0.454545454545,0.545454545455,0.545454545455,0.5,0.545454545455,0.545454545455,0.590909090909,0.590909090909,0.636363636364,0.636363636364,0.545454545455,0.5,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.409090909091,0.409090909091,0.454545454545,0.409090909091,0.409090909091,0.363636363636,0.363636363636,0.363636363636,0.363636363636,0.409090909091,0.409090909091
0.454545454545,0.590909090909,0.5,0.5,0.590909090909,0.454545454545,0.454545454545,0.454545454545,0.545454545455,0.545454545455,0.454545454545,0.5,0.5,0.454545454545,0.454545454545,0.5,0.5,0.5,0.5,0.545454545455,0.590909090909,0.590909090909,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.590909090909,0.590909090909,0.5,0.454545454545,0.454545454545,0.5,0.5,0.5,0.5,0.545454545455,0.545454545455
0.590909090909,0.590909090909,0.636363636364,0.545454545455,0.5,0.590909090909,0.5,0.590909090909,0.545454545455,0.590909090909,0.590909090909,0.590909090909,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.5,0.454545454545,0.454545454545,0.409090909091,0.545454545455,0.545454545455,0.5,0.5,0.454545454545,0.409090909091,0.409090909091,0.454545454545,0.409090909091,0.409090909091,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.5,0.5
0.590909090909,0.590909090909,0.5,0.590909090909,0.5,0.545454545455,0.545454545455,0.5,0.5,0.545454545455,0.5,0.545454545455,0.545454545455,0.545454545455,0.5,0.590909090909,0.590909090909,0.545454545455,0.545454545455,0.545454545455,0.590909090909,0.545454545455,0.5,0.545454545455,0.5,0.5,0.5,0.5,0.454545454545,0.5,0.454545454545,0.409090909091,0.409090909091,0.363636363636,0.363636363636,0.363636363636,0.363636363636,0.409090909091,0.409090909091
0.545454545455,0.5,0.636363636364,0.590909090909,0.590909090909,0.5,0.5,0.5,0.545454545455,0.590909090909,0.590909090909,0.636363636364,0.636363636364,0.590909090909,0.590909090909,0.590909090909,0.636363636364,0.545454545455,0.5,0.590909090909,0.545454545455,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.545454545455,0.545454545455,0.545454545455,0.5,0.5,0.590909090909,0.590909090909,0.590909090909,0.590909090909,0.590909090909,0.590909090909
0.363636363636,0.409090909091,0.5,0.409090909091,0.454545454545,0.318181818182,0.363636363636,0.363636363636,0.363636363636,0.409090909091,0.454545454545,0.454545454545,0.545454545455,0.409090909091,0.5,0.5,0.5,0.5,0.454545454545,0.5,0.5,0.5,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.409090909091,0.454545454545,0.5,0.5,0.5,0.545454545455,0.545454545455,0.590909090909,0.590909090909,0.590909090909,0.590909090909
0.454545454545,0.409090909091,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.454545454545,0.5,0.454545454545,0.454545454545,0.454545454545,0.5,0.454545454545,0.545454545455,0.5,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.454545454545,0.409090909091,0.409090909091,0.363636363636,0.454545454545,0.454545454545,0.454545454545,0.5,0.5,0.5,0.5,0.5,0.454545454545,0.454545454545,0.409090909091,0.409090909091,0.409090909091,0.409090909091,0.454545454545,0.454545454545
0.5,0.454545454545,0.409090909091,0.545454545455,0.454545454545,0.454545454545,0.5,0.454545454545,0.5,0.5,0.5,0.5,0.5,0.5,0.454545454545,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.5,0.5,0.454545454545,0.5,0.5,0.5,0.5,0.545454545455,0.545454545455,0.590909090909,0.545454545455,0.5,0.545454545455,0.545454545455,0.5,0.5,0.5,0.5,0.545454545455,0.545454545455
0.454545454545,0.409090909091,0.454545454545,0.5,0.5,0.454545454545,0.454545454545,0.5,0.454545454545,0.454545454545,0.545454545455,0.5,0.5,0.590909090909,0.590909090909,0.545454545455,0.5,0.590909090909,0.590909090909,0.590909090909,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.590909090909,0.590909090909,0.590909090909,0.636363636364,0.636363636364,0.681818181818,0.636363636364,0.636363636364,0.590909090909,0.590909090909,0.590909090909,0.590909090909,0.636363636364,0.636363636364
0.5,0.545454545455,0.545454545455,0.5,0.5,0.454545454545,0.454545454545,0.409090909091,0.409090909091,0.409090909091,0.454545454545,0.454545454545,0.5,0.545454545455,0.454545454545,0.545454545455,0.545454545455,0.636363636364,0.590909090909,0.545454545455,0.5,0.5,0.454545454545,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.545454545455,0.454545454545,0.5,0.545454545455,0.5,0.5,0.545454545455,0.5,0.5,0.5,0.545454545455,0.545454545455
