classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.72619047619;0.0
SVM_Poly;0.634343434343;0.0
SVM_RBF;0.642857142857;0.0
NSC;0.642857142857;0.0
Gaussian Naive Bayes;0.68253968254;0.0
Random Forest;0.593650793651;0.0
Decision Tree;0.781081663435;0.0
