protein, frequency
P05386_RPLP1,2
P00330_ADH1,7
P61586_RHOA,1
Q9NZL9_MAT2B,2
P02787_TF,4
P00489_GPB,2
P01008_SERPINC1,2
Q99879_HIST1H2BM,1
P01036_CST4,0
