protein, frequency
A0A087WV47_IGHG1,1
P02763_ORM1,3
P05386_RPLP1,3
P04406_GAPDH,5
B4E1Z4_CFB,7
P02787_TF,3
P01008_SERPINC1,4
P00330_ADH1,19
P52209_PGD,7
P09228_CST2,5
