protein, frequency
Q14697_2_GANAB,4
Q9NZL9_MAT2B,0
P00330_ADH1,4
P00489_GPB,3
P00924_ENO1,0
P01008_SERPINC1,0
P01036_CST4,1
P02787_TF,1
P05386_RPLP1,2
P61586_RHOA,4
Q99879_HIST1H2BM,2
