protein, frequency
B4E1Z4_CFB,4
P01023_A2M,2
P02787_TF,2
P23280_CA6,1
CON__P02768_1_ALB,1
P01859_IGHG2,0
P01008_SERPINC1,3
P00330_ADH1,11
P52209_PGD,5
P09228_CST2,4
