protein, frequency
A0A087WV47_IGHG1,1
P02763_ORM1,8
P02675_FGB,3
P05386_RPLP1,4
P23280_CA6,5
P04406_GAPDH,3
B4E1Z4_CFB,9
P00489_GPB,4
D6RF35_GC,8
P62937_PPIA,3
P02787_TF,5
P52209_PGD,11
Q14697_2_GANAB,5
P00330_ADH1,39
P02790_HPX,4
Q99879_HIST1H2BM,5
P02769_BSA,3
