protein, frequency
B4E1Z4_CFB,8
P09228_CST2,7
P52209_PGD,6
P23280_CA6,6
P02790_HPX,4
P01859_IGHG2,2
P00738_HP,3
P02675_FGB,5
Q14697_2_GANAB,4
P00330_ADH1,26
P01008_SERPINC1,7
