*N,acc_tree,groups
2,0.833333333333,A0A087WZM2_RNASET2,P01023_A2M
2,0.833333333333,A0A087WZM2_RNASET2,P23280_CA6
2,0.833333333333,B4E1Z4_CFB,B7Z6Z4_MYL6
2,0.833333333333,B4E1Z4_CFB,P01036_CST4
2,0.833333333333,B7Z6Z4_MYL6,CON__P00761
2,0.833333333333,B7Z6Z4_MYL6,P0C0L5_C4B
2,0.833333333333,B7Z6Z4_MYL6,P00924_ENO1
2,0.833333333333,B7Z6Z4_MYL6,P01859_IGHG2
2,0.833333333333,B7Z6Z4_MYL6,P02763_ORM1
2,0.861111111111,P02769_BSA,P0C0L5_C4B
2,0.888888888889,P02769_BSA,P00924_ENO1
2,0.833333333333,P02769_BSA,P01859_IGHG2
2,0.888888888889,P02769_BSA,P09228_CST2
2,0.833333333333,P04406_GAPDH,P00924_ENO1
2,0.833333333333,P0C0L5_C4B,P00924_ENO1
2,0.888888888889,P0C0L5_C4B,P01036_CST4
2,0.833333333333,P00330_ADH1,P01036_CST4
2,0.833333333333,P00738_HP,P00924_ENO1
2,0.833333333333,P00924_ENO1,P01023_A2M
2,0.833333333333,P00924_ENO1,P01024_C3
2,0.833333333333,P00924_ENO1,P01036_CST4
2,0.833333333333,P00924_ENO1,P02763_ORM1
2,0.833333333333,P00924_ENO1,P14174_MIF
2,0.833333333333,P00924_ENO1,P62937_PPIA
2,0.833333333333,P00924_ENO1,Q08188_TGM3
