1,2,3,4,5,6,7,8,9
 12.00000, 10.00000, 50.00000, 58.00000, 25.00000, 49.00000, 13.00000, 19.00000,176.00000
 67.64706, 78.12500, 79.41176, 82.35294, 85.29412, 82.35294, 79.41176, 73.52941, 76.47059
