classifier;inserted_proteins-mean;inserted_proteins-std
SVM_Linear;0.714285714286;0.0
SVM_Poly;0.678571428571;0.0
SVM_RBF;0.678571428571;0.0
NSC;0.714285714286;0.0
Gaussian Naive Bayes;0.75;0.0
Random Forest;0.714285714286;0.0
Decision Tree;0.785714285714;0.0
