,12.5fmol_C1,12.5fmol_C10,12.5fmol_C2,12.5fmol_C4,12.5fmol_C5,12.5fmol_C8,12.5fmol_Ro,25fmol_semtumor_S09,25fmol_semtumor_S36,25fmol_semtumor_S49,25fmol_semtumor_S57,25fmol_semtumor_S61,25fmol_semtumor_S64,25fmol_semtumor_S68,25fmol_semtumor_T16,50fmol_T1T2_S17,50fmol_T1T2_S57,50fmol_T1T2_S77,50fmol_T1T2_T12,50fmol_T1T2_T20,50fmol_T1T2_T22,50fmol_T1T2_T23
genes,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,12.5fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,25fmol,50fmol,50fmol,50fmol,50fmol,50fmol,50fmol,50fmol
P40925_3_MDH1,21.58504,21.35461,21.73781,22.99843,22.00611,21.35256,22.38303,22.2105,23.15108,21.90364,21.79836,22.34725,22.23269,24.55356,0,21.83915,22.87373,21.53203,22.03892,22065,21.10181,22.43794
P51149_RAB7A,0,22.3765,0,22.0466,0,22.88972,21.44319,23.43606,21.85582,24.53356,23.78835,23.4545,21.59282,21.22576,22.25096,22.27858,22.21724,0,23.3254,22.38845,22.32336,22.57798
C9JC84_FGG,21.39142,24.66823,23.4462,22.44149,22.34232,25.26646,24.16323,21.91954,27.19357,24.35219,24.07227,26.07849,23.9898,24.74212,24.9646,27.7335,25.06431,27.1205,26.17501,23.91834,24.5128,23.04562
P19971_2_TYMP,21.46797,21.8027,0,22.37194,0,0,22.35208,0,20.99631,22.87789,0,0,21.45628,25.14071,0,21.5326,22.39244,19.85583,0,22.32028,21.39608,0
Q9UG63_2_ABCF2,23.08971,21.96997,0,0,23.40808,0,18.41625,23.99749,0,0,0,23.28433,0,22.36983,0,0,22.55429,0,24.44493,0,23.87923,23.27099
P30838_ALDH3A1,25.09804,21.93991,22.54291,24.66682,23.36373,23.3948,22.76632,22.15484,22.54898,23.05373,21.8247,21.71875,0,22.4937,20.71674,0,22.84309,22.50891,0,23.39898,21.69541,25.68568
C9JV77_AHSG,0,23.02061,24.46108,24.05796,23.26342,23.61032,25.41361,24.44063,26.10121,22.95434,26.06244,22.84785,21.57006,22.90591,25.52391,24.51244,25.18967,25.73846,24.75333,25.92379,24.43358,27.26105
O15145_ARPC3,0,21.80526,20.6696,21.49512,0,20.52076,22.65467,0,20.84995,23.05733,0,20.44738,20.92789,20.6838,19.61268,21.2304,20.45543,20.8495,21.07725,0,20.36549,0
CON__P00761,32.29195,30.59174,31.28135,30.70849,32.30452,31.39596,31.14407,31.90013,30.18021,30.80101,30.08917,31.22389,30.73513,29.61205,30.53631,31.92153,30.21732,31.55728,32.7031,32.0842,31.50043,31.55723
CON__P01966,24.68966,31.40472,23.11149,27.21614,24.09893,27.92846,22.30062,28.62153,27.99016,26.77329,24.39441,0,24.52079,26.90976,27.33398,27.6618,26.2714,27.63734,29.18168,28.42001,25.78938,26.75047
CON__P02538_KRT6A,31.08689,24.80632,31.00001,25.51373,25.91691,25.66544,28.79829,25.36242,25.44376,24.08602,23.0492,27.37285,25.38663,26.87666,24.02471,26.22577,32.37231,23.95225,25.32906,25.96768,26.24151,25.18794
CON__P02768_1_ALB,32.52678,33.1657,32.00092,33.4746,32.61173,33.93025,33.20353,35.51864,35.75809,34.05342,34.94751,33.46794,32.79761,33.88731,34.92003,34.17333,34.22051,34.08012,34.5491,33.55202,34.16564,35.97918
P02769_BSA,28.57409,26.90896,27.83792,26.90793,28.07755,27.44095,26.49899,29.32907,28.73538,27.50347,29.03005,28.11912,28.50294,27.26329,28.06825,29.33426,28.54399,29.19667,30.74383,30.22688,29.81546,29.58604
CON__P08779_KRT16,28.60827,26.37043,28.30099,25.12175,23.16157,25.88148,25.09442,0,26.67667,23.47209,23.19331,24.53937,25.16246,26.98566,24.65938,26.49496,29.92309,26.10464,26.28244,24.91488,27.52425,0
CON__P13645_KRT10,25.31202,25.4651,26.47209,22.57082,24.59548,24.85946,22.3965,24.49473,23.94842,24.08958,23.90178,25.35485,23.38916,22.83246,23.89587,24.47141,27.54274,24.61167,26.24367,24.41132,23.87361,24.29929
CON__P13646_1,30.9926,26.5528,31.44608,24.29936,24.29551,22.41294,28.83026,26.97836,24.92588,25.14429,25.98527,27.15605,22.65163,26.65417,26.22122,26.49215,32.5466,23.63854,23.68699,26.94201,25.75292,0
CON__P35527_KRT9,21.6344,19.74361,18.41382,0,0,23.58245,21.59537,0,21.87995,23.55882,23.30633,23.76385,22.44005,22.45485,21.28788,20.95419,21.49507,24.10093,21.81073,0,0,23.40276
CON__P60712_ACTB,26.91274,27.44348,26.26607,26.78631,25.54884,26.64664,25.43832,24.7753,23.76446,26.45359,25.02111,23.87145,26.85745,25.38321,26.07267,26.53554,25.42682,25.37746,25.44919,27.10129,25.58454,24.00256
CON__Q3MHH8,22.4072,25.77128,25.92105,23.97044,26.5188,20.43787,30.04505,26.75697,21.97463,21.51567,26.32672,25.83372,29.57452,16.97017,27.70477,24.64977,23.56744,23.39598,20.11057,23.91889,19.4171,24.03498
O75083_WDR1,0,0,20.85064,0,0,21.59446,22.08229,0,21.18265,20.83707,21.07581,20.86612,20.79122,20.91123,20.75132,21.21531,21.67595,21.16208,0,0,21.25234,0
D6RF35_GC,24.1027,24.75797,22.79148,24.7454,24.7686,25.10605,25.22751,27.0258,28.25939,24.19558,26.82505,25.12786,25.48056,26.52246,26.8629,26.84182,26.71175,26.02011,26.00569,25.96495,25.46058,26.18128
E5RHG6_TBCA,21.11959,21.54472,21.04627,21.9577,0,22.15814,21.17871,21.09681,22.55574,23.06017,20.77555,20.98238,21.41864,22.54005,21.63507,21.99783,21.10546,20.30263,21.60418,22.97392,21.62983,22.99821
E7EQR4_EZR,21.40515,21.14351,0,21.55169,21.73285,21.20628,21.40447,21.48729,21.42941,21.73603,0,21.96038,21.37613,22.51094,21.1175,0,21.90036,21.28314,0,0,21.59031,20.89386
P02788_LTF,29.92266,30.52906,30.81917,31.04218,29.95199,31.5027,31.47213,27.69372,28.22394,30.47092,29.98346,30.77722,29.77645,31.69582,30.56638,31.11067,30.19284,31.56806,28.37119,29.65062,30.47547,28.83337
E7EX29_YWHAZ,26.12082,25.62984,26.29969,27.40462,24.4188,26.1745,25.43962,25.53112,26.28611,26.73324,24.46563,24.87755,25.90573,24.90853,25.70535,26.74484,26.34562,24.73542,25.50127,24.69859,26.1837,0
P04406_GAPDH,25.33902,27.07184,26.6277,28.30539,26.25753,27.40981,27.74413,24.99438,26.4148,25.15352,25.17722,25.35703,26.89931,27.04187,26.74201,25.57626,26.63755,25.86335,26.14104,27.31527,25.86103,26.81531
P11413_2_G6PD,21.00216,22.95184,22.01655,23.04198,0,22.47541,23.13745,0,21.96846,23.68891,0,20.50601,22.94011,21.65718,22.47959,23.37053,22.31282,21.52936,23.51797,22.34248,22.27991,0
P55786_NPEPPS,19.72674,20.92665,19.85266,22.35464,19.39981,20.17365,0,0,21225,21.67116,0,19.78584,20.47308,21.68556,20.2287,19.3675,21.95063,19.22442,0,20.50659,20.11413,0
O00764_PDXK,19.05497,21.26436,0,19.74827,19.25834,19.90048,19.59036,18.4716,17.3611,0,0,0,20.30563,19.11281,19.99397,19.87685,19.33628,18.4739,0,19.51688,18.74701,0
P0C0L5_C4B,22.70626,22.72284,21.71222,22.73944,21.27498,22.09281,23.51953,22.51181,25.74463,23.60399,24.47834,23768,21.15171,25.66368,23.5708,23.45538,25.59412,23.05106,23.33115,22.20419,23.11701,22.15814
P22079_LPO,27.45998,26.43908,28.1736,27.9701,28.53542,26.86561,28.61362,25.85069,24.77746,27.69896,27.88023,27.92592,27.91946,28.50688,26.92377,27.39452,25.98244,26.40074,25.92384,26.35111,25.71599,25.48145
P61160_2_ACTR2,0,22.36119,0,23.72723,0,21.77941,22.88385,0,21.8987,23.19141,20.94063,0,21.46354,21.58072,21.23602,22.24342,22.19928,21.68581,0,21.97509,0,0
Q14697_2_GANAB,0,21.24191,21.03154,21.45156,21.05019,20.7348,21.35154,0,20.1029,20.73529,20.85217,20.71749,20.6734,20.86831,20.6035,20.90779,20.70007,20.24377,20.4401,0,21.24162,0
P09382_LGALS1,0,20.91284,0,20.00553,0,20.35348,0,0,21.23128,20.08926,0,0,21.35606,21.7704,0,23.11353,20.13583,20.14992,0,22.77925,23.06963,0
P17858_PFKL,0,21.84445,20878,0,0,21.89722,21.38147,20.07117,0,0,0,0,21.43273,19.8715,21.52784,21.43166,21.72351,20.05788,0,23.24185,21.47872,0
P06576_ATP5B,22.07852,21.79511,22.22623,21.21632,0,22.51222,21.04946,0,0,21.95762,23.02586,20.30519,24.68212,23.21969,22.9544,24.51809,22.91661,20.6611,23.94002,0,0,0
Q9NZL9_MAT2B,27.13516,26.62422,27.12228,26.72143,27.21632,26.52782,26.9257,0,26.8962,25.67295,26.19729,25.76797,26.78344,26.43411,26.12159,25.67484,26.24706,25.87514,25.05507,26.1842,25.47602,24.17889
J3KPA1_CRISP3,26.69232,26.24102,27.07051,25.34898,27.15962,26.85424,27.25638,25.03343,24.51989,26.45908,26.83581,28.53423,27.1029,26.53951,26.62631,26.46834,26.52477,26.96455,26.14215,24.55339,26.18533,26.89516
P04075_2_ALDOA,25.93251,28.04515,26.24922,28.0316,26.20652,27.64794,24.48333,26.26107,26.64238,28.13717,25.62106,25368,26.82481,27.73738,26.76319,26.92456,26.07971,25.2163,25.7177,27.48777,26.74996,27.22536
P68431_HIST1H3A,28.18144,27.40414,27.29614,26.36311,25.6682,27.91644,25.25209,24.60235,24.48481,26.34751,25.67804,23.90894,26.54719,27.04177,26.63409,28.25205,25.98891,26.19127,25.28465,27.89902,27.65533,0
O00299_CLIC1,21.50062,23.15201,22.32345,24.17646,20.85217,22.85384,23.09624,0,22.51888,23.25609,21.36832,22.39877,23.22291,22.62328,22.49763,23.01089,24.00992,22.5276,20.95042,22.97232,23.69254,21.59318
O00391_QSOX1,23.1404,20.8016,23.1688,22.06609,22.78221,20.14358,23.16881,0,21.11165,20.3791,0,22.50186,20.4,22.46326,20.01114,20.68868,23.62109,21.27304,0,0,20.5172,0
O15511_2_ARPC5,0,23.59172,0,22.83677,0,22.54404,0,0,22.39713,23.45526,0,0,23.25811,22.3036,0,23.11339,22.78197,0,22.15289,22.67098,22.5377,23.04966
O43707_ACTN4,21.67038,21.90779,20.76377,22.25425,0,21.51027,21.61293,0,21.33085,0,0,20.44385,0,21.34949,21.78037,23.22985,23.28433,22.70891,21.7062,0,20.46294,0
O60888_2_CUTA,20.00113,20.1332,0,20.1835,20.49639,0,21.01073,0,19.06579,20.94306,19.56244,19.82563,20.38184,21.7536,19.8034,20.19893,0,19.79709,0,0,0,20.64342
O75594_PGLYRP1,23.24348,22.92234,23.28263,24.50628,23.02525,24.0231,23.22938,23.29053,23.11127,25.46026,23.25275,0,24.12274,21.74891,23.96146,22.89621,21.90533,22.89914,23.55473,0,23.13532,24.90054
O95274_LYPD3,22.3359,21.32707,21.21336,22.65644,21.4001,21.22882,20.70919,0,21.66245,21.31921,21.13828,23.28814,21.04913,22.79685,20.32817,0,21.79745,21.10002,21.09468,20.91152,0,0
O95336_PGLS,21.05669,20.79598,0,21.67668,20.68688,20.51316,21.20759,0,21.0749,21.59295,0,0,21.53512,21.52373,21.02296,21.20961,20.94814,20.31893,0,21.89571,21.1566,20.58233
P00330_ADH1,27.64286,26.94257,27.21178,26.74214,28.15132,27.16997,25.98553,29.43968,28.93061,28.02226,29.4544,28.77533,28.68706,27.46754,28.54668,29.89729,29.18987,29.61393,30.94077,30.61395,29.87291,29.72109
P00338_3_LDHA,24.34218,26.29978,25.11577,26.50446,25.97402,25.84984,23.86145,24.71633,24.61583,26.26505,24.61997,23.12506,25.78017,26.54579,25.31001,25.16135,24.73149,24.50015,24.52259,25.86649,24.99934,23.53469
P00450_CP,24.08999,22.99755,23.02943,24.42137,20.87837,24.09869,25.57525,26.12914,26.51839,24.22192,25.51123,25.9954,23.70662,26.06604,25.81663,27.53697,25.34624,24.88469,24.77977,23.77374,24.87023,25.88781
P00489_GPB,28.37638,27.25521,27.77643,27.68392,29.11235,27.76958,27.56326,29.70484,28.83503,28.26137,29.81075,29.2541,29.32002,27.90644,28.83732,29.78958,29.19084,29.5549,31.13259,30.75947,29.99645,29.87395
P00491_PNP,0,24.37882,22.07307,23826,22.63418,22.23847,22.83101,0,22.06313,24.16753,21.51836,22.2209,22.89195,22.85844,22.08819,23.18201,22.27827,22.26834,22.54246,23.58829,22.81257,0
P00558_PGK1,24.51081,27.26803,25.0466,27.4698,25.34547,26.68672,27.05776,24.28306,26.91923,28.28767,25.8354,24.70356,27.78675,26.27631,26.37317,26.62729,26.04829,25.35958,24.10374,26.4859,25.82364,26.08288
P00738_HP,28.00977,28.82848,26.36256,27.09476,26.23655,29.26172,27.90024,29.94712,31.32475,29.69126,29.20515,29.38317,28.79185,29.24654,31.31889,31.62888,29.64552,30.53018,30.29154,28.85784,27.7213,29611
P00924_ENO1,28.03391,27.15846,28.03449,27.09628,28.97897,26.86997,27.13497,28.95494,27.91957,27.60215,29.26676,28.24744,28.82077,27.44711,28.55921,28.99518,28.31445,28.38035,30.54858,30.05349,29.01172,29.44902
P01008_SERPINC1,22.49543,21.07894,21.25448,20.99521,0,21.78449,22.5331,22.65594,24.63727,21.67349,22.91105,22.89676,21.92125,22.77117,22.94926,23.6871,23.49753,23.2111,22.63358,23.04848,20.89556,23.53255
P01009_SERPINA1,0,18.76078,20.18277,19.15573,21.12566,20.89223,27.28912,25.65138,30.46684,23.65228,27.11714,28.64303,21.50048,27.26033,23.15883,24.53765,27.92343,27.7564,23.28065,21.17035,23.71366,26.17451
P01023_A2M,26.97727,27.26705,25.55508,26.96091,25.62101,29.06792,26.50503,31.26573,31.43659,29.61126,28.43102,27.95333,27.33211,27.69962,28.91519,30.17474,28.36653,28.78179,28.78672,28.13888,29.63689,29.52971
P01024_C3,25.2753,26.33458,24.91971,25.85538,24.29817,26.19627,26.48904,26.91251,28.17422,26.82177,27.42254,26.84995,25.93222,26.67761,27935,28.7888,27.25377,27.93613,27.22214,26.01555,26.9651,25.51337
P01033_TIMP1,22561,22.18846,24.58084,24.09595,23.48751,22.7939,24.4711,20.88398,21.32361,22.43726,23.12753,25.85381,23.25256,24.06571,21.81773,23.8042,24.20292,23.38824,0,0,22.15112,22.58509
P01034_CST3,26.29167,26.01984,27.33433,27.11575,27.08993,26.92999,25.98724,23635,23.91022,26.35023,27.04354,28.08548,26.93629,27.11188,25.48971,25.10633,26.09384,27.00078,23.71931,25.0632,24.69466,26.96069
P01036_CST4,31.44756,29.17662,32.92541,31.52468,32.08372,31.52122,32.29096,28.15393,0,26.64733,28.47154,31.21558,31.69971,28.50726,28.94266,28.54422,28.69992,32.17706,30.77698,30.93227,30.19108,28.55175
P01037_CST1,29.33211,28.13399,31.67645,30.88351,31.07482,29.5495,29.4862,27.26982,0,25.30973,27.09275,30.2867,30.81772,26.91969,27.66966,27.74291,27.02147,29.99375,28.82793,29.79911,28.40434,27.39877
P01042_2_KNG1,21.20771,21.36634,0,0,0,20.11946,23.42534,24.24561,25.81105,21.85285,23.12493,22.46727,0,22.75448,24.00015,23.97369,24.10462,22.99072,0,21.39833,21.90647,23.51881
P01591_IGJ,30.73287,30.09358,30.3241,29.70652,31.22481,30.52244,30.09081,29.86816,29.3753,29.21304,30.26874,31.05375,31.01498,27839,29.71066,28.46568,28.74175,30.02049,29.82666,30.21338,30.47894,27.90185
P01593,25.94971,24.36686,24.09063,0,24.95921,25.51761,21.88896,24.09861,25.10601,0,22.55763,0,24.01784,23.82677,23.04966,22.82943,21.67999,24.4632,24.27476,24.50118,25.48738,0
P01598,0,20.33134,19.93287,20.25327,19.87589,20.96543,21.8946,0,20.85924,0,0,21.71129,20.83221,20.41905,0,20.77708,21.51682,22.99276,21.20687,0,20.87117,0
P01616,21.33167,20.50911,0,19.76147,22.62266,19.12868,21.79642,20.92136,21.5276,20.82741,0,20.89896,0,20.65009,0,21.18107,20.43766,20.20443,0,21.18235,22.3085,20.17731
P01622,20.77056,0,21.55726,21.25448,22.58385,21.1465,22.00997,0,21.40426,20.64931,21.39393,22.28661,22.11235,21.45051,20.61836,21.0818,22.02069,21.51239,20.80294,0,22.11051,19.84526
P01623,28.81354,28.37414,27.94943,26.19221,28.34189,28.21711,27.94509,29.49183,28.75057,27.14831,27.34486,28.9907,27.90346,27.96999,27.52567,26.69378,27.35296,28.98362,28.17717,28.09089,29.02939,26.90782
P01624,0,18.9907,19.91778,22.83807,0,19.13966,20.0961,19.65632,22.93029,20.10482,21.67051,20.33309,20.94871,19.20436,0,19.64852,20.04953,23.07289,19.69376,0,20.97085,19.79559
P06314_IGKV4_1,24.08999,24.29004,23.13017,23.46936,24.9554,23.96834,25.45748,24.1187,24.96992,23.60885,24.23418,25.76083,24.32834,25.13285,23.76203,23.5285,24.54185,25.00397,24.23111,23.14467,24.8102,24.27533
P01714,23.22005,22.64621,22.36669,21.64496,23.16385,23.19179,23.0922,22.56709,23.55415,22.89719,23.37716,24.16292,23.33811,23.24547,23.61234,23.13535,24.2548,23.4737,21.74267,23.26141,23.08156,22.94721
P01717,24.2548,24.25674,22.85937,24.47957,24.57485,24.65469,23.1701,0,25.49518,24.4821,24.53611,25.55541,24.83113,24.86145,24.4393,23.29474,25.45168,23.66861,24.98464,25.62517,24.2062,23.23656
P01763,22.99034,22.84021,22.01124,22.35165,23.48763,23.20875,22.73378,21.54317,24.04602,21.26625,23.94789,23.33306,22.96483,23.06577,22.78063,22.47182,22.29044,22474,23.67487,23.00542,24.11878,22.99738
P01767,19.76236,20.5244,0,21.74776,22.07323,21.55515,20.75768,0,20.53022,19.29123,0,21.51783,21.88684,22.70322,18.95362,21.29238,19.93171,21.77844,0,20.38827,20.97407,0
P01779,25.80759,26.44826,25.56454,26.06466,27.00764,26.16196,26.65444,25.7237,26.46656,25.44278,26.19567,25.99697,26.40158,27.30713,25.96798,25.19348,25.80882,26.88809,25.53326,26.32841,25.90708,25.41548
P01780,20.8674,20.70151,0,0,0,20.28048,20.06474,20.08109,21.05039,0,21.08868,24.35394,20.73091,19.59956,21.04727,0,19.99383,20.14171,20.56216,0,0,20.79098
P01833_PIGR,30.1546,30.49181,30.40761,29.92507,30.62322,31.03728,31.60704,30.1471,29.67319,29.65671,30.64315,32.66924,31.22705,31.86327,30.06805,28.85073,29.83522,30.96065,30.83281,29.25226,30.39438,29.2194
P01859_IGHG2,25.64749,26.60597,25.97073,27.0403,26.33887,27.04833,26.2851,28.41203,29.06723,27.27044,27376,27.82287,26.4993,27.62352,27.80809,27.27932,28.40629,28.53241,26.99086,25.36383,28.88064,27.6977
P01861_IGHG4,21.15035,23.46688,21.25275,22.56749,21.8756,23.6767,23.39689,23.17684,23.68346,23.49802,24.53112,22.20568,22.94399,23.47321,23.05301,23.35609,25.10617,27834,22.2741,22.68138,25.01321,25.19843
P01876_IGHA1,33.1639,32.79987,32.80027,32.69979,33.8438,33.03106,33.42392,32.5882,32.76768,32.60605,33.49798,34.21103,33.80636,22.32918,32.91947,32.52367,32.37904,33.07011,32.8572,33.46405,33.23221,31.85649
P01877_IGHA2,30.08702,28.64389,29.59587,27.90747,30.13687,30.10425,30.30345,29.27662,28.05025,29.31984,29.89952,31.17451,30.18707,0,29.46429,27.6463,28.23777,29.78745,30.02419,27.67135,29.44678,27.57376
P02647_APOA1,21.94871,25.28771,25.39473,25.52779,25.2696,26.74291,28.58674,30.37213,30.97295,25.80838,28.62289,27.51788,25.84189,27.73473,29.23078,26.20023,28.65561,30.04022,27.09859,26.52465,27.93568,29.73001
P02671_FGA,22.14118,23.88353,23.07501,21.34245,0,24.78352,24.88999,23.15258,27.0626,24.07871,21.95759,25.67648,21.78572,24.26821,25.12321,27.46404,26.21806,26.31025,24.27227,23.44973,25.63423,25.01116
P02675_FGB,24.36666,25.24532,25.42224,25.16657,24.87783,25.85017,25.77183,22.37162,28498,26.36503,25.97406,27.15296,25562,25.61352,27.11357,28.52597,26.46862,27.49876,26.41377,25.0876,26.80723,25.93569
P02750_LRG1,23.4545,21.72376,20.92209,21.23298,23.65971,23.41158,23.24339,24.95331,27.18735,23.21122,23.66969,25.33115,21.50198,26.55998,23.75573,23.73242,23.08476,23.40198,23.62801,23.71858,23.01526,24.46488
P02753_RBP4,0,20.81261,21.6001,21.58706,0,21.28059,20.48099,0,24.6825,21.70527,21.42931,21.0454,0,22.79456,22.56484,23.37053,22.52236,21.82221,21.96088,21.76648,20.20216,23.30187
P02760_AMBP,0,20.75214,0,20.75197,0,22.1835,0,21.87331,23.34286,0,22.53576,21.50698,21.03127,21.55375,22.45571,22.56611,21.66835,22.82984,22.42864,21.70885,22.06171,0
P02763_ORM1,22.0695,25.0831,22.74561,23.82104,21.86098,24.7574,24.53184,23.46426,29.29748,26.14048,25.46871,27.11625,23.59787,23.72234,26.48878,28.46852,26.4168,26.75608,26.38859,21.87613,25.93562,27.53534
P02787_TF,27.94207,27.67633,26.66546,28.36536,27.66851,29.06337,28.96983,31.34197,31.46636,29.12886,30.31019,29.63355,28.19601,29197,30.56347,28.94604,29.84172,29.68291,29.91812,29.31862,29.1938,31.0803
P02790_HPX,23.0202,24.94002,24.03112,25.3049,23.83528,26.86266,25.57193,27.22564,28.68134,26.0303,27.12642,26.77102,24.73071,25.66595,27.44924,27.61006,26.87561,27.56449,26.05227,24.86835,25.67648,27.30173
P02814_SMR3B,0,0,29.59479,28.57199,29.78499,20.60132,31.90182,24.13915,24.87774,27.61034,29.88242,27.46956,30.08068,18.54638,27.75799,30.56247,30.30226,30.31668,28.63079,24.40756,24.2129,30.95213
P03973_SLPI,25.05043,23.81049,27.19554,23.14815,25.33528,25.09889,27.31242,23.18238,22.58925,23.43632,24.26642,27.26374,24.35897,24.70715,22.87776,24.11497,25.93836,25.44815,23.76213,22.3652,25.49528,21.1283
P04004_VTN,22.0808,20.96642,20.75393,21.05258,0,22.15922,22.75395,21.76846,21.78548,19.46465,21.31954,20.40873,20.52487,20.82283,22.81102,23.13569,22.66653,19.98746,0,22.9276,21.04354,0
P04040_CAT,25.78029,27.65144,23.54922,26.16523,24.11235,25.3808,25.01031,24.26392,25.10841,26.69962,24.82187,0,26.87162,23.60184,25.39774,26098,23.14532,23.92877,25.11406,26.3305,24.06751,25.70266
P04080_CSTB,28.60897,28.80827,28.60756,29.69637,27.75532,28.78874,26.66153,28.21452,27.7506,28.35716,27.84236,27.96389,27.79346,28.55486,27.7481,26.30855,28.22963,27.04364,27.30756,28.75002,27.74066,28.98709
P04083_ANXA1,27.95782,25.59149,29.51741,25.88821,23.56883,24.89587,27.45764,24.96023,23.75501,24.23191,25.32485,25.82369,25.44708,25.93603,24.82026,25764,30.57091,24.9581,25.59531,26.87326,25.96963,26.04327
P04196_HRG,0,18.12207,0,0,0,17.82582,19.08745,19.84331,21.07241,0,19.37715,19.08384,18.1567,18.87814,20.57348,20.31052,20.07379,20.59941,0,18.71559,19.82036,0
P04217_A1BG,24.6944,23.8292,23.35272,24.13258,0,24.63467,24.79169,25.97033,27.33253,24.87272,24.63262,24.12353,23.90729,25.39352,25.52214,24.84867,25.01184,25.0178,25.60518,24.47259,23.25911,25.80521
P04264_KRT1,26.03846,24.32292,26.62854,23.53517,23.73293,25.34685,25.23983,22.8369,24.48339,24.24264,24.4627,24.93944,23.66677,24.48468,24.43256,25.14223,28.25115,24.45858,26.12837,23.91843,23.13152,25.28842
P04280_PRB1,0,0,29.97117,27.93067,31.28019,0,23.27838,0,20.91225,27.77172,30.41599,25.54681,31.11017,0,31.89587,28.13907,26.85686,28.8962,32.83185,22.86299,22.4179,30.31495
P04745_AMY1A,35.08801,32.8868,35.14759,34.42104,36.25381,33.99446,35.65344,35.7225,32.42415,34.59641,36.54366,35.72222,36.07094,32.57761,34.9159,32.54573,33.82922,33.85043,34.56189,34.5984,35.31328,34.7753
P04792_HSPB1,26.29044,22.60356,26.6071,22.83863,23.06024,26.05712,26.53257,21.89026,23.44025,22.48908,22.37257,23.63279,22.31163,25.08188,21.90275,21.39263,28.40507,25.2221,23.78297,23.26599,24.8009,22.2364
P04899_4_GNAI2,0,22.19526,21.53588,21.40218,0,21.13101,22.49924,0,0,21.13859,20.92064,20.93308,22.31299,20.91656,0,22.01567,21.69119,21.06559,0,21.79578,21.14196,0
P05109_S100A8,28.88664,32.25839,30.37431,30.68295,27.11068,28.76869,31.0027,27.03055,30.2113,31.43405,29.92281,27.86479,29.60024,28.54745,30.68637,31.48265,30.82964,31.21761,30.76888,27.01776,30.34181,27.72371
P05164_3_MPO,28.24168,29.54237,28.55552,29.14897,27.80107,29.34534,28.83596,25.34739,26.44069,28.28978,27.37318,24.81982,28.17355,28.02728,28.16763,29.74061,26.57204,27.47615,25.81189,28.11714,28.00217,25.46283
P05386_RPLP1,21.92107,21.1561,22.07516,22.0415,19.35595,20.74057,18.88178,0,0,0,0,0,18.25308,20.35434,18.78056,20.81488,22.4881,18.19801,0,20.91678,19.73486,0
P06396_GSN,25.90295,27.20341,25.54457,27.0503,25.2821,26.88402,26.27005,25.6513,25.97515,27.13712,25.94835,25.33994,27.19225,25.82978,26.95149,26.96213,25.57551,25.86877,26.43603,25.89784,26.06864,25.38729
P06702_S100A9,30.20839,32.00655,31.15611,30.6422,29.03978,29.82246,31.57018,28.04443,31.39943,32.30228,31.21495,28.83542,29.71781,29.75661,31.49032,32.48008,31.6915,31.26718,31.5538,28.20396,30.85177,29.29842
P06733_ENO1,27328,28.89024,27.35203,28.9348,27.25142,28.4903,27.67755,27.38755,27.69922,29.36728,26.76446,26.98403,28.16519,29.06283,27.90965,27.19507,27.93966,27.21438,27.19432,27.65956,27.54724,27.67081
A0A0A0MTS2_GPI,26.58405,27.88011,26.36808,28.20439,26.07147,27.74034,26.49599,25.67328,26.91251,27.84631,26.26492,25.4656,27.63312,27.08801,26.60074,27.70892,26.05827,26.11263,25.46295,26.53967,26.37667,22.88254
P06870_KLK1,28.02955,27.39942,27.72767,28.17374,29.34128,27.41555,27.84936,27.06784,24.12116,26.23568,27.91832,27.98251,28.27298,28.64623,25.99038,27.01914,26.18879,28.90813,27.67452,28.02855,28.58158,26.28069
P07108_6_DBI,23.21487,22.39074,22.25399,23.24252,22.41369,24.13821,20.50843,22.76901,22.0417,22.43247,22.12525,0,0,23.31161,21.30095,20.37124,22.74952,21.94306,0,0,23.34191,23.68024
P07237_P4HB,23.97448,23.96552,24.49582,25.05499,23.4139,24.66172,25.11736,22.98153,22.5567,23.68292,24.52019,23.66893,24.52355,24.80346,22.97643,23.36959,24.66422,22656,23.64988,23.89338,23.39388,22.05735
P07339_CTSD,22.84556,23.36078,23.1897,23.63012,22.84946,21.72538,24.04827,19.86558,20.17682,22.68436,22.29089,22.57496,21.4957,24.23951,20.67185,21.77929,22.32254,22.33274,21.74763,21.83507,22.54406,21.02371
P07737_PFN1,24.64878,27.02802,24.92737,27.47313,24.93071,26.54239,26.19622,24.65987,26.24773,28.1625,25.39336,24.52803,27.77593,24.52975,26.44828,27.23187,24.83904,25.71424,25.10073,26.62701,25.72226,25.75062
P07858_CTSB,24.26757,22.95608,24.66823,23.96455,23.87858,22.64946,25.09824,23.25796,22.52394,23.23637,23.60716,23.99774,24.91557,25.74314,23.23672,22.88746,23.25301,22.68551,23.81831,22.98631,22.62509,24.97316
P07900_2_HSP90AA1,21.97726,22.85802,23.4025,22.94025,22.14687,21.19724,23.66014,0,21.20383,22.44975,22.10181,0,22.14768,22.70276,22.33816,22.74277,22.63207,21.41777,22.13129,23.19224,22.5899,0
